model,dataset,k,cv,purity,nmi,td,seed,runtime_seconds,status,error,evaluation_protocol,top_n,cv_source,td_definition,assignment_source,topic_source
sbert_bge,agnews_short,100,0.46102,0.880125,0.34836040072825447,0.774,42,193.71,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,search_snippets,50,0.4471604,0.7774716369529984,0.4354941812034364,0.8106666666666666,42,171.668,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,search_snippets,100,0.4394272,0.8146677471636953,0.4246994601050625,0.7273333333333334,42,239.75,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,stack_overflow,50,0.43436199999999997,0.865,0.7310459374032009,0.37066666666666664,42,136.01,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,stack_overflow,100,0.4373955,0.86795,0.6680316905902233,0.39066666666666666,42,207.661,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,biomedical,50,0.5410904,0.5709,0.4461353397470772,0.45866666666666667,42,161.954,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,biomedical,100,0.5502778,0.5803,0.425416438309137,0.4553333333333333,42,207.294,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,google_news_ts,50,0.453092,0.6626158970204339,0.8685821460490637,0.9066666666666666,42,159.925,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,google_news_ts,100,0.45250280000000004,0.8445404626879107,0.9193654450947628,0.8133333333333334,42,240.773,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,google_news_t,50,0.4320376,0.6079402232625135,0.8057686500804897,0.9226666666666666,42,118.423,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,google_news_t,100,0.42093200000000003,0.7753871083903493,0.8578076027245198,0.8066666666666666,42,220.153,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,google_news_s,50,0.45845579999999997,0.6312567518905293,0.834164036013931,0.9066666666666666,42,149.366,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,google_news_s,100,0.45421120000000004,0.8023046453006842,0.8877372060215757,0.808,42,229.637,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,tweet,50,0.4005558,0.8260517799352751,0.8641140226294781,0.876,42,103.647,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,tweet,100,0.4004056,0.9203074433656958,0.8672202636899143,0.778,42,188.166,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_20ng,50,0.423335,0.6747851002865329,0.5694124058199176,0.476,42,501.817,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_20ng,100,0.420925,0.6710707842513,0.5327431520264235,0.432,42,631.305,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_imdb,50,0.32156480000000004,0.82894,0.1331003779917523,0.12666666666666668,42,1180.334,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_imdb,100,,0.8377,0.11937050997523413,0.11933333333333333,42,1478.856,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_agnews,50,0.4552444,0.8596,0.3696658724313676,0.8066666666666666,42,168.362,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_agnews,100,0.44133229999999996,0.87352,0.3434273828593695,0.7153333333333334,42,246.07,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_search_snippets,50,0.441597,0.8043761184317554,0.45106421580123995,0.812,42,150.183,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_search_snippets,100,0.43730310000000006,0.8216203025866277,0.43159559168950723,0.712,42,228.808,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_google_news,50,0.42596559999999994,0.6146655776386242,0.8134211588751443,0.9253333333333333,42,115.769,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_bge,hicot_google_news,100,0.41238430000000004,0.7919048915509574,0.8654570152574982,0.816,42,221.096,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,20ng,50,0.4687012244897959,0.6460256818423008,0.5481175647366497,0.13066666666666665,42,142.626,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,20ng,100,0.47646292929292927,0.6594502812267855,0.5138299167799131,0.16133333333333333,42,172.659,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,imdb,50,0.4527294,0.9226,0.20405019648066322,0.03866666666666667,42,356.684,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,imdb,100,0.4561867,0.9199,0.178205622505652,0.023333333333333334,42,410.838,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,agnews_short,50,0.48315739999999996,0.880375,0.3857397974772718,0.8573333333333333,42,79.104,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,agnews_short,100,0.4699897,0.87675,0.3493965081661323,0.7833333333333333,42,129.854,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,search_snippets,50,0.46400820000000004,0.8633711507293355,0.5065230789628647,0.8573333333333333,42,100.408,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,search_snippets,100,0.4485189,0.8663695299837926,0.4711531666608899,0.7666666666666667,42,165.264,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,stack_overflow,50,0.4363054,0.86865,0.7390771151809999,0.37066666666666664,42,78.181,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,stack_overflow,100,0.4303029,0.8747,0.6733036387558138,0.39466666666666667,42,141.371,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,biomedical,50,0.5462861999999999,0.57245,0.44875354441057413,0.46,42,81.171,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,biomedical,100,0.5494881,0.57885,0.4248315801110312,0.45466666666666666,42,116.322,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,google_news_ts,50,0.4636442,0.6619857772976866,0.8752383060532656,0.916,42,95.684,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,google_news_ts,100,0.44708539999999997,0.8545323611486182,0.9253605502677313,0.818,42,176.326,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,google_news_t,50,0.4314246,0.6242347857400072,0.8201264369986375,0.928,42,97.399,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,google_news_t,100,0.4170751,0.7948325531148721,0.8744994535976462,0.8146666666666667,42,193.042,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,google_news_s,50,0.46146299999999996,0.6329672308246309,0.837590964027775,0.8946666666666667,42,92.337,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,google_news_s,100,0.4475517,0.8148181490817429,0.8982845661775167,0.8126666666666666,42,176.528,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,tweet,50,0.40471359999999995,0.8422330097087378,0.8784006332049052,0.8826666666666667,42,91.904,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,tweet,100,,0.926779935275081,0.8792705602583871,0.7733333333333333,42,177.916,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_20ng,50,0.4272404,0.673352435530086,0.5768861261483105,0.49466666666666664,42,215.777,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_20ng,100,0.4236873,0.6882096996710177,0.547565034375509,0.442,42,344.185,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_imdb,50,0.325685,0.80128,0.1107532297390922,0.148,42,520.195,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_imdb,100,,0.80008,0.09841949405565718,0.15066666666666667,42,833.896,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_agnews,50,0.4567108,0.8692,0.37339229547456765,0.808,42,110.321,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_agnews,100,0.43449869999999996,0.8732,0.3413283055036635,0.7053333333333334,42,195.484,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_search_snippets,50,0.4527938,0.8718073857166098,0.5110384805689625,0.8533333333333334,42,98.608,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_search_snippets,100,0.4443113,0.8766064747031072,0.47692544603355513,0.762,42,171.992,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_google_news,50,0.4305208,0.6277339141482893,0.8194847921699083,0.9226666666666666,42,92.737,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_gte,hicot_google_news,100,0.4069775,0.7912696251928487,0.8723998489934863,0.8186666666666667,42,197.577,ok,,ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,kmeans_on_embeddings,cluster-derived
sbert_msmpnet,20ng,50,,,,,42,8.712,error,"401 Client Error. (Request ID: Root=1-6aa6f02c-59cf66222111059a29e2cf84;1f1114b2-4e70-4300-8fde-862b338211da)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa6f02c-59cf66222111059a29e2cf84;1f1114b2-4e70-4300-8fde-862b338211da)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,20ng,100,,,,,42,7.809,error,"401 Client Error. (Request ID: Root=1-6aa6f070-07dd26b903877efa0cb3c4a4;df4794f4-db0a-403a-a078-76df2dcc1a89)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa6f070-07dd26b903877efa0cb3c4a4;df4794f4-db0a-403a-a078-76df2dcc1a89)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,imdb,50,,,,,42,7.872,error,"401 Client Error. (Request ID: Root=1-6aa6f0b4-69bfa67e1587b3f5126a77d6;1e23fd72-f723-4db8-a6f7-67fe2186f5d5)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa6f0b4-69bfa67e1587b3f5126a77d6;1e23fd72-f723-4db8-a6f7-67fe2186f5d5)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,imdb,100,,,,,42,9.455,error,"401 Client Error. (Request ID: Root=1-6aa6f0fb-7801d210212203913a8fa1d3;9b274307-0dd9-4f7c-b521-3bdd7bd8c174)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa6f0fb-7801d210212203913a8fa1d3;9b274307-0dd9-4f7c-b521-3bdd7bd8c174)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,50,,,,,42,8.022,error,"401 Client Error. (Request ID: Root=1-6aa6f13e-3dfa51593c6629090c08ed3b;65fce7e4-65ee-4c79-b1f6-56c979921be6)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa6f13e-3dfa51593c6629090c08ed3b;65fce7e4-65ee-4c79-b1f6-56c979921be6)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,agnews_short,100,,,,,42,6.575,error,"401 Client Error. (Request ID: Root=1-6aa6f182-1ab6bcc96ed9bef5114aa843;4bc8752f-accc-433d-9161-78e9fa40a148)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa6f182-1ab6bcc96ed9bef5114aa843;4bc8752f-accc-433d-9161-78e9fa40a148)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
sbert_msmpnet,search_snippets,50,,,,,42,8.376,error,"401 Client Error. (Request ID: Root=1-6aa6f1c7-34ceb0f11457797656155c9b;8930a847-8970-4de1-ba6a-85d5153db933)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
httpx.HTTPStatusError: Client error '401 Unauthorized' for url 'https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/401

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/experiment/runner.py"", line 364, in run_single
    model.fit(documents)
  File ""/raid/brunoguilherme/DeepGenerativeTopicCluster/src/vaebm_benchmark/models/sbert_kmeans_adapter.py"", line 79, in fit
    self._encoder = SentenceTransformer(self.embedder_name)
                    ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/raid/brunoguilherme/venvs/dgtc/lib/python3.12/site-packages/sentence_transformers/util/decorators.py"", line 46, in wrapper
    return func(*args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^
huggingface_hub.errors.RepositoryNotFoundError: 401 Client Error. (Request ID: Root=1-6aa6f1c7-34ceb0f11457797656155c9b;8930a847-8970-4de1-ba6a-85d5153db933)

Repository Not Found for url: https://huggingface.co/sentence-transformers/msmarco-mpnet-base-v4/resolve/main/modules.json.
Please make sure you specified the correct `repo_id` and `repo_type`.
If you are trying to access a private or gated repo, make sure you are authenticated and your token has the required permissions.
For more details, see https://huggingface.co/docs/huggingface_hub/authentication
Invalid username or password.
",ecrtm_hicot,15,palmetto_wikipedia,dieng_unique_words_top15,,
